ForkVA,ForkW,Type,Sector,ServiceID
0.523438,0.405663,Bank,1,671004572
0.322299,0.506752,Bank,1,671004572
0.916583,0.363459,Bank,1,671004572
0.2769,0.078548,Bank,1,671004572
0.939013,0.030831,Bank,1,671004572
0.081204,0.58401,Bank,1,671004572
0.315976,0.334664,Bank,1,671004572
0.947145,0.971162,Bank,1,671004572
0.398248,0.539284,Bank,1,671004572
0.148425,0.452873,Bank,1,671004572
0.232525,0.027793,Bank,1,671004572
0.978888,0.749773,Bank,1,671004572
0.617252,0.271526,Bank,1,671004572
0.027517,0.148005,Bank,1,671004572
0.695188,0.202238,Bank,1,671004572
0.759347,0.825208,Bank,1,671004572
0.392796,0.374524,Bank,1,671004572
0.041001,0.586616,Bank,1,671004572
0.806586,0.76004,Bank,1,671004572
0.430211,0.622869,Bank,1,671004572
0.457829,0.750464,Bank,1,671004572
0.7606,0.152116,Bank,1,671004572
0.189605,0.962741,Bank,1,671004572
0.796183,0.841225,Bank,1,671004572
0.363909,0.737987,Bank,1,671004572
0.504431,0.71436,Bank,1,671004572
0.93163,0.804548,Bank,1,671004572
0.802428,0.851968,Bank,1,671004572
0.894454,0.436064,Bank,1,671004572
0.46756,0.559127,Bank,1,671004572
0.655304,0.576958,Bank,1,671004572
0.272333,0.839488,Bank,1,671004572
0.762734,0.83067,Bank,1,671004572
0.30233,0.9495,Bank,1,671004572
0.594708,0.910014,Bank,1,671004572
0.846998,0.527317,Bank,1,671004572
0.598484,0.134408,Bank,1,671004572
0.214851,0.291801,Bank,1,671004572
0.805895,0.825337,Bank,1,671004572
0.317842,0.589217,Bank,1,671004572
0.477064,0.999236,Bank,1,671004572
0.894085,0.128733,Bank,1,671004572
0.890658,0.586098,Bank,1,671004572
0.793752,0.092539,Bank,1,671004572
0.495071,0.512468,Bank,1,671004572
0.839906,0.432383,Bank,1,671004572
0.862451,0.379073,Bank,1,671004572
0.394167,0.571544,Bank,1,671004572
0.146298,0.136187,Bank,1,671004572
0.90656,0.919759,Bank,1,671004572
0.033371,0.113958,Bank,1,671004572
0.409511,0.578309,Bank,1,671004572
0.50196,0.000238,Bank,1,671004572
0.127923,0.363493,Bank,1,671004572
0.051098,0.875084,Bank,1,671004572
0.120378,0.808896,Bank,1,671004572
0.44908,0.208952,Bank,1,671004572
0.140964,0.120384,Bank,1,671004572
0.464708,0.810685,Bank,1,671004572
0.716872,0.152434,Bank,1,671004572
0.49095,0.071765,Bank,1,671004572
0.773816,0.350434,Bank,1,671004572
0.44826,0.494902,Bank,1,671004572
0.009518,0.260768,Bank,1,671004572
0.863575,0.417873,Bank,1,671004572
0.614875,0.649024,Bank,1,671004572
0.561069,0.047639,Bank,1,671004572
0.87314,0.486336,Bank,1,671004572
0.971998,0.405097,Bank,1,671004572
0.629311,0.064904,Bank,1,671004572
0.67356,0.547466,Bank,1,671004572
0.615118,0.285921,Bank,1,671004572
0.400416,0.483102,Bank,1,671004572
0.139418,0.726627,Bank,1,671004572
0.437627,0.522699,Bank,1,671004572
0.709427,0.437947,Bank,1,671004572
0.999996,0.42113,Bank,1,671004572
0.735201,0.550116,Bank,1,671004572
0.93038,0.555824,Bank,1,671004572
0.587868,0.670968,Bank,1,671004572
0.808296,0.560404,Bank,1,671004572
0.931599,0.749989,Bank,1,671004572
0.350213,0.286419,Bank,1,671004572
0.429895,0.551004,Bank,1,671004572
0.804191,0.70136,Bank,1,671004572
0.638765,0.127321,Bank,1,671004572
0.894073,0.347736,Bank,1,671004572
0.142443,0.725385,Bank,1,671004572
0.752224,0.285862,Bank,1,671004572
0.761798,0.356485,Bank,1,671004572
0.194858,0.022085,Bank,1,671004572
0.971166,0.870757,Bank,1,671004572
0.640269,0.784551,Bank,1,671004572
0.496335,0.743738,Bank,1,671004572
0.947834,0.650193,Bank,1,671004572
0.434489,0.94291,Bank,1,671004572
0.464434,0.449496,Bank,1,671004572
0.136416,0.1802,Bank,1,671004572
0.604991,0.079681,Bank,1,671004572
0.521882,0.576075,Bank,1,671004572
0.365091,0.842295,Bank,1,671004572
0.461021,0.261892,Bank,1,671004572
0.266228,0.687828,Bank,1,671004572
0.34776,0.729361,Bank,1,671004572
0.367951,0.797781,Bank,1,671004572
0.015681,0.799474,Bank,1,671004572
0.146293,0.763762,Bank,1,671004572
0.702421,0.927967,Bank,1,671004572
0.234088,0.733493,Bank,1,671004572
0.855593,0.19036,Bank,1,671004572
0.246369,0.285249,Bank,1,671004572
0.191416,0.696854,Bank,1,671004572
0.172811,0.465073,Bank,1,671004572
0.566605,0.375844,Bank,1,671004572
0.109212,0.375232,Bank,1,671004572
0.904776,0.034503,Bank,1,671004572
0.421308,0.93773,Bank,1,671004572
0.630522,0.355916,Bank,1,671004572
0.786764,0.973268,Bank,1,671004572
0.807477,0.024434,Bank,1,671004572
0.944942,0.533945,Bank,1,671004572
0.451101,0.4844,Bank,1,671004572
0.399124,0.507032,Bank,1,671004572
0.292582,0.932142,Bank,1,671004572
0.762128,0.867563,Bank,1,671004572
0.607171,0.017091,Bank,1,671004572
0.913805,0.599038,Bank,1,671004572
0.588428,0.385099,Bank,1,671004572
0.647694,0.224426,Bank,1,671004572
0.149259,0.63554,Bank,1,671004572
0.024162,0.093727,Bank,1,671004572
0.961303,0.483473,Bank,1,671004572
0.218612,0.059715,Bank,1,671004572
0.006149,0.919133,Bank,1,671004572
0.255922,0.940095,Bank,1,671004572
0.904986,0.939246,Bank,1,671004572
0.656037,0.212144,Bank,1,671004572
0.817769,0.988141,Bank,1,671004572
0.680694,0.715002,Bank,1,671004572
0.758578,0.59135,Bank,1,671004572
0.567531,0.745171,Bank,1,671004572
0.760815,0.790375,Bank,1,671004572
0.865391,0.822317,Bank,1,671004572
0.444021,0.894513,Bank,1,671004572
0.7434,0.575381,Bank,1,671004572
0.183514,0.754125,Bank,1,671004572
0.936455,0.653073,Bank,1,671004572
0.264715,0.229445,Bank,1,671004572
0.811036,0.298188,Bank,1,671004572
0.115945,0.780012,Bank,1,671004572
0.011547,0.33728,Bank,1,671004572
0.579153,0.990478,Bank,1,671004572
0.916387,0.399082,Bank,1,671004572
0.470895,0.839461,Bank,1,671004572
0.372779,0.906446,Bank,1,671004572
0.155883,0.742853,Bank,1,671004572
0.392263,0.243186,Bank,1,671004572
0.639976,0.066638,Bank,1,671004572
0.751842,0.032041,Bank,1,671004572
0.170684,0.286089,Bank,1,671004572
0.587699,0.56816,Bank,1,671004572
0.149011,0.238288,Bank,1,671004572
0.03546,0.302697,Bank,1,671004572
0.627287,0.042941,Bank,1,671004572
0.904333,0.624876,Bank,1,671004572
0.169889,0.092659,Bank,1,671004572
0.459391,0.816784,Bank,1,671004572
0.08125,0.905454,Bank,1,671004572
0.004388,0.462442,Bank,1,671004572
0.2644,0.305051,Bank,1,671004572
0.106959,0.781147,Bank,1,671004572
0.263267,0.348733,Bank,1,671004572
0.988678,0.324814,Bank,1,671004572
0.363291,0.657769,Bank,1,671004572
0.814388,0.230016,Bank,1,671004572
0.97744,0.322103,Bank,1,671004572
0.358373,0.747668,Bank,1,671004572
0.928479,0.348796,Bank,1,671004572
0.799348,0.086748,Bank,1,671004572
0.65342,0.702846,Bank,1,671004572
0.201922,0.70319,Bank,1,671004572
0.802342,0.349363,Bank,1,671004572
0.579101,0.041071,Bank,1,671004572
0.181319,0.347639,Bank,1,671004572
0.298536,0.39042,Bank,1,671004572
0.497988,0.970563,Bank,1,671004572
0.994679,0.96446,Bank,1,671004572
0.908313,0.026878,Bank,1,671004572
0.079644,0.518835,Bank,1,671004572
0.934411,0.049165,Bank,1,671004572
0.407475,0.836327,Bank,1,671004572
0.925825,0.777027,Bank,1,671004572
0.639732,0.182809,Bank,1,671004572
0.870433,0.412787,Bank,1,671004572
0.384667,0.403665,Bank,1,671004572
0.02621,0.456151,Bank,1,671004572
0.237959,0.674606,Bank,1,671004572
0.541353,0.534582,Bank,1,671004572
0.439887,0.046815,Bank,1,671004572
0.957832,0.537797,Bank,1,671004572
0.981966,0.833574,Bank,1,671004572
0.252186,0.537596,Bank,1,671004572
0.645519,0.573991,Bank,1,671004572
0.857458,0.428368,Bank,1,671004572
0.635278,0.779185,Bank,1,671004572
0.931429,0.958953,Bank,1,671004572
0.183061,0.917252,Bank,1,671004572
0.988859,0.843153,Bank,1,671004572
0.739715,0.125581,Bank,1,671004572
0.899231,0.93402,Bank,1,671004572
0.147931,0.952538,Bank,1,671004572
0.166531,0.026172,Bank,1,671004572
0.494205,0.025285,Bank,1,671004572
0.35389,0.710715,Bank,1,671004572
0.175139,0.916467,Bank,1,671004572
0.493445,0.848981,Bank,1,671004572
0.081416,0.639731,Bank,1,671004572
0.33058,0.654106,Bank,1,671004572
0.702232,0.142513,Bank,1,671004572
0.291726,0.07361,Bank,1,671004572
0.383605,0.884263,Bank,1,671004572
0.136211,0.151468,Bank,1,671004572
0.935903,0.089243,Bank,1,671004572
0.355172,0.314771,Bank,1,671004572
0.279101,0.545274,Bank,1,671004572
0.514335,0.077938,Bank,1,671004572
0.83869,0.883268,Bank,1,671004572
0.902519,0.48651,Bank,1,671004572
0.960817,0.117128,Bank,1,671004572
0.043991,0.732949,Bank,1,671004572
0.702159,0.849553,Bank,1,671004572
0.860351,0.768443,Bank,1,671004572
0.968199,0.956527,Bank,1,671004572
0.526413,0.407565,Bank,1,671004572
0.122974,0.751751,Bank,1,671004572
0.354576,0.376753,Bank,1,671004572
0.874032,0.601976,Bank,1,671004572
0.363494,0.992914,Bank,1,671004572
0.448276,0.715216,Bank,1,671004572
0.539358,0.675076,Bank,1,671004572
0.817485,0.356005,Bank,1,671004572
0.18192,0.289834,Bank,1,671004572
0.006764,0.055353,Bank,1,671004572
0.142421,0.410464,Bank,1,671004572
0.324824,0.477808,Bank,1,671004572
0.206866,0.929923,Bank,1,671004572
0.691882,0.483952,Bank,1,671004572
0.355631,0.10955,Bank,1,671004572
0.109187,0.583946,Bank,1,671004572
0.139188,0.068128,Bank,1,671004572
0.713532,0.416174,Bank,1,671004572
0.949757,0.920099,Bank,1,671004572
0.790831,0.104775,Bank,1,671004572
0.539987,0.257033,Bank,1,671004572
0.584709,0.350841,Bank,1,671004572
0.742322,0.433085,Bank,1,671004572
0.729254,0.894258,Bank,1,671004572
0.976468,0.163014,Bank,1,671004572
0.659464,0.546681,Bank,1,671004572
0.797449,0.270446,Bank,1,671004572
0.408605,0.340814,Bank,1,671004572
0.432999,0.034397,Bank,1,671004572
0.788606,0.467193,Bank,1,671004572
0.986604,0.473697,Bank,1,671004572
0.067777,0.576858,Bank,1,671004572
0.741271,0.081795,Bank,1,671004572
0.909549,0.716784,Bank,1,671004572
0.789156,0.978524,Bank,1,671004572
0.516607,0.634697,Bank,1,671004572
0.033473,0.180767,Bank,1,671004572
0.636701,0.440827,Bank,1,671004572
0.461636,0.71055,Bank,1,671004572
0.329565,0.646425,Bank,1,671004572
0.472377,0.556965,Bank,1,671004572
0.168819,0.412313,Bank,1,671004572
0.954629,0.087397,Bank,1,671004572
0.858364,0.435487,Bank,1,671004572
0.762248,0.36391,Bank,1,671004572
0.079718,0.277742,Bank,1,671004572
0.206182,0.962223,Bank,1,671004572
0.754879,0.097558,Bank,1,671004572
0.194489,0.313577,Bank,1,671004572
0.808749,0.684903,Bank,1,671004572
0.690653,0.293885,Bank,1,671004572
0.945782,0.418398,Bank,1,671004572
0.231912,0.76992,Bank,1,671004572
0.917456,0.265215,Bank,1,671004572
0.351889,0.078875,Bank,1,671004572
0.250321,0.22634,Bank,1,671004572
0.885556,0.965513,Bank,1,671004572
0.428807,0.69328,Bank,1,671004572
0.299656,0.330194,Bank,1,671004572
0.08261,0.027061,Bank,1,671004572
0.38795,0.251447,Bank,1,671004572
0.815419,0.296288,Bank,1,671004572
0.898218,0.138324,Bank,1,671004572
0.929882,0.518306,Bank,1,671004572
0.916735,0.540659,Bank,1,671004572
0.453167,0.935963,Bank,1,671004572
0.125969,0.099438,Bank,1,671004572
0.548069,0.832199,Bank,1,671004572
0.372541,0.354825,Bank,1,671004572
0.606605,0.135669,Bank,1,671004572
0.335036,0.646026,Bank,1,671004572
0.066146,0.602823,Bank,1,671004572
0.46503,0.134992,Bank,1,671004572
0.262576,0.675364,Bank,1,671004572
0.789743,0.065074,Bank,1,671004572
0.440629,0.206704,Bank,1,671004572
0.611018,0.726105,Bank,1,671004572
0.378451,0.127038,Bank,1,671004572
0.612859,0.238965,Bank,1,671004572
0.951641,0.773868,Bank,1,671004572
0.398568,0.195565,Bank,1,671004572
0.361374,0.053297,Bank,1,671004572
0.018522,0.394249,Bank,1,671004572
0.681946,0.817123,Bank,1,671004572
0.620976,0.396005,Bank,1,671004572
0.844935,0.841758,Bank,1,671004572
0.960755,0.393447,Bank,1,671004572
0.170363,0.577219,Bank,1,671004572
0.134542,0.932407,Bank,1,671004572
0.079675,0.397894,Bank,1,671004572
0.576473,0.35504,Bank,1,671004572
0.68096,0.431551,Bank,1,671004572
0.044045,0.443751,Bank,1,671004572
0.503828,0.168998,Bank,1,671004572
0.051899,0.636799,Bank,1,671004572
0.779443,0.96405,Bank,1,671004572
0.969812,0.359321,Bank,1,671004572
0.310702,0.221925,Bank,1,671004572
0.791274,0.467613,Bank,1,671004572
0.158138,0.543929,Bank,1,671004572
0.400313,0.53984,Bank,1,671004572
0.079113,0.347251,Bank,1,671004572
0.016792,0.762976,Bank,1,671004572
0.900973,0.510932,Bank,1,671004572
0.384153,0.463596,Bank,1,671004572
0.783277,0.412529,Bank,1,671004572
0.178651,0.909279,Bank,1,671004572
0.62988,0.314748,Bank,1,671004572
0.065407,0.867694,Bank,1,671004572
0.748554,0.437271,Bank,1,671004572
0.804128,0.552075,Bank,1,671004572
0.223993,0.206241,Bank,1,671004572
0.816166,0.004618,Bank,1,671004572
0.369472,0.112344,Bank,1,671004572
0.664585,0.673462,Bank,1,671004572
0.053086,0.328159,Bank,1,671004572
0.970231,0.924232,Bank,1,671004572
0.656417,0.736405,Bank,1,671004572
0.38932,0.493753,Bank,1,671004572
0.916627,0.30297,Bank,1,671004572
0.411844,0.441395,Bank,1,671004572
0.927408,0.792052,Bank,1,671004572
0.905156,0.982573,Bank,1,671004572
0.129869,0.665491,Bank,1,671004572
0.523361,0.699342,Bank,1,671004572
0.211357,0.63434,Bank,1,671004572
0.330685,0.014556,Bank,1,671004572
0.448383,0.737952,Bank,1,671004572
0.245794,0.488979,Bank,1,671004572
0.179221,0.01432,Bank,1,671004572
0.204064,0.454785,Bank,1,671004572
0.772431,0.795172,Bank,1,671004572
0.256094,0.734263,Bank,1,671004572
0.669455,0.410251,Bank,1,671004572
0.173283,0.709144,Bank,1,671004572
0.822603,0.617481,Bank,1,671004572
0.515116,0.803804,Bank,1,671004572
0.124173,0.389157,Bank,1,671004572
0.527791,0.524719,Bank,1,671004572
0.228095,0.779061,Bank,1,671004572
0.690151,0.55887,Bank,1,671004572
0.502412,0.471359,Bank,1,671004572
0.20041,0.075433,Bank,1,671004572
0.719073,0.269352,Bank,1,671004572
0.205936,0.297922,Bank,1,671004572
0.486928,0.220671,Bank,1,671004572
0.118423,0.618037,Bank,1,671004572
0.364488,0.295184,Bank,1,671004572
0.928048,0.007866,Bank,1,671004572
0.050901,0.532888,Bank,1,671004572
0.032753,0.253643,Bank,1,671004572
0.046787,0.361292,Bank,1,671004572
0.732596,0.58215,Bank,1,671004572
0.700981,0.345236,Bank,1,671004572
0.204135,0.579937,Bank,1,671004572
0.614888,0.97687,Bank,1,671004572
0.466105,0.915883,Bank,1,671004572
0.96307,0.239441,Bank,1,671004572
0.575195,0.269239,Bank,1,671004572
0.406867,0.585811,Bank,1,671004572
0.049505,0.038122,Bank,1,671004572
0.927242,0.661063,Bank,1,671004572
0.307323,0.857556,Bank,1,671004572
0.083721,0.568307,Bank,1,671004572
0.730129,0.691485,Bank,1,671004572
0.918213,0.727767,Bank,1,671004572
0.811279,0.279796,Bank,1,671004572
0.965645,0.411449,Bank,1,671004572
0.735635,0.019248,Bank,1,671004572
0.607776,0.849174,Bank,1,671004572
0.650398,0.936285,Bank,1,671004572
0.312216,0.396492,Bank,1,671004572
0.83374,0.27008,Bank,1,671004572
0.135582,0.630949,Bank,1,671004572
0.945333,0.325759,Bank,1,671004572
0.237889,0.400436,Bank,1,671004572
0.551689,0.680577,Bank,1,671004572
0.054704,0.785793,Bank,1,671004572
0.159232,0.529977,Bank,1,671004572
0.204219,0.65959,Bank,1,671004572
0.05936,0.94574,Bank,1,671004572
0.168366,0.023984,Bank,1,671004572
0.392241,0.085111,Bank,1,671004572
0.280202,0.592756,Bank,1,671004572
0.969909,0.93757,Bank,1,671004572
0.574256,0.14613,Bank,1,671004572
0.564266,0.025076,Bank,1,671004572
0.61216,0.031707,Bank,1,671004572
0.56186,0.58192,Bank,1,671004572
0.482825,0.810784,Bank,1,671004572
0.114876,0.13195,Bank,1,671004572
0.794559,0.456613,Bank,1,671004572
0.176553,0.053773,Bank,1,671004572
0.625979,0.699583,Bank,1,671004572
0.099269,0.678643,Bank,1,671004572
0.083177,0.084056,Bank,1,671004572
0.794854,0.701092,Bank,1,671004572
0.322574,0.052568,Bank,1,671004572
0.809196,0.198971,Bank,1,671004572
0.642018,0.905313,Bank,1,671004572
0.047022,0.357406,Bank,1,671004572
0.517107,0.796334,Bank,1,671004572
0.297758,0.070291,Bank,1,671004572
0.265395,0.022541,Bank,1,671004572
0.159662,0.953281,Bank,1,671004572
0.358032,0.737673,Bank,1,671004572
0.43698,0.943852,Bank,1,671004572
0.266571,0.880541,Bank,1,671004572
0.593643,0.586846,Bank,1,671004572
0.132081,0.545365,Bank,1,671004572
0.387065,0.308025,Bank,1,671004572
0.474368,0.241741,Bank,1,671004572
0.376916,0.463506,Bank,1,671004572
0.621019,0.492767,Bank,1,671004572
0.606237,0.719551,Bank,1,671004572
0.529163,0.002056,Bank,1,671004572
0.38611,0.365028,Bank,1,671004572
0.197227,0.183869,Bank,1,671004572
0.780076,0.487991,Bank,1,671004572
0.919664,0.195301,Bank,1,671004572
0.080834,0.55813,Bank,1,671004572
0.224517,0.735461,Bank,1,671004572
0.29926,0.848503,Bank,1,671004572
0.451866,0.783779,Bank,1,671004572
0.444582,0.302746,Bank,1,671004572
0.580596,0.138073,Bank,1,671004572
0.164607,0.908129,Bank,1,671004572
0.091621,0.082733,Bank,1,671004572
0.136143,0.370115,Bank,1,671004572
0.367578,0.768341,Bank,1,671004572
0.44834,0.900729,Bank,1,671004572
0.372198,0.916298,Bank,1,671004572
0.105436,0.230857,Bank,1,671004572
0.12695,0.275465,Bank,1,671004572
0.690456,0.535732,Bank,1,671004572
0.808251,0.852616,Bank,1,671004572
0.17766,0.823183,Bank,1,671004572
0.1254,0.314396,Bank,1,671004572
0.859139,0.47585,Bank,1,671004572
0.007614,0.115775,Bank,1,671004572
0.359677,0.061403,Bank,1,671004572
0.527914,0.84843,Bank,1,671004572
0.754093,0.228915,Bank,1,671004572
0.4223,0.022213,Bank,1,671004572
0.872529,0.494885,Bank,1,671004572
0.524548,0.993852,Bank,1,671004572
0.981715,0.989003,Bank,1,671004572
0.930144,0.039262,Bank,1,671004572
0.164,0.777624,Bank,1,671004572
0.727277,0.629288,Bank,1,671004572
0.88102,0.211983,Bank,1,671004572
0.688466,0.813479,Bank,1,671004572
0.405117,0.858572,Bank,1,671004572
0.403336,0.242422,Bank,1,671004572
0.029204,0.960669,Bank,1,671004572
0.951187,0.766416,Bank,1,671004572
0.224517,0.05289,Bank,1,671004572
0.361452,0.73674,Bank,1,671004572
0.20578,0.304711,Bank,1,671004572
0.790777,0.105493,Bank,1,671004572
0.684563,0.404277,Bank,1,671004572
0.557371,0.170948,Bank,1,671004572
0.944161,0.310402,Bank,1,671004572
0.916466,0.347628,Bank,1,671004572
0.753132,0.998533,Bank,1,671004572
0.735097,0.653725,Bank,1,671004572
0.049626,0.405532,Bank,1,671004572
0.030115,0.70328,Bank,1,671004572
0.774981,0.138504,Bank,1,671004572
0.67024,0.866465,Bank,1,671004572
0.712554,0.154472,Bank,1,671004572
0.411136,0.918557,Bank,1,671004572
0.696577,0.540586,Bank,1,671004572
0.831882,0.936673,Bank,1,671004572
0.095842,0.728624,Bank,1,671004572
0.671909,0.423053,Bank,1,671004572
0.048329,0.962916,Bank,1,671004572
0.529366,0.634656,Bank,1,671004572
0.525415,0.607404,Bank,1,671004572
0.875048,0.881066,Bank,1,671004572
0.938101,0.92543,Bank,1,671004572
0.860421,0.116176,Bank,1,671004572
0.662725,0.294909,Bank,1,671004572
0.453975,0.49385,Bank,1,671004572
0.559924,0.431934,Bank,1,671004572
0.027014,0.683724,Bank,1,671004572
0.288151,0.087429,Bank,1,671004572
0.628169,0.650567,Bank,1,671004572
0.971818,0.854343,Bank,1,671004572
0.835356,0.289057,Bank,1,671004572
0.574217,0.176956,Bank,1,671004572
0.254517,0.775584,Bank,1,671004572
0.146616,0.389247,Bank,1,671004572
0.446451,0.749668,Bank,1,671004572
0.977504,0.625845,Bank,1,671004572
0.306164,0.469776,Bank,1,671004572
0.549711,0.746962,Bank,1,671004572
0.693601,0.901845,Bank,1,671004572
0.128203,0.997792,Bank,1,671004572
0.420279,0.293498,Bank,1,671004572
0.747621,0.983219,Bank,1,671004572
0.533272,0.16296,Bank,1,671004572
0.346175,0.680274,Bank,1,671004572
0.206125,0.788866,Bank,1,671004572
0.801289,0.633646,Bank,1,671004572
0.445735,0.225665,Bank,1,671004572
0.662456,0.183617,Bank,1,671004572
0.254861,0.589024,Bank,1,671004572
0.44801,0.561207,Bank,1,671004572
0.85187,0.856635,Bank,1,671004572
0.475097,0.951838,Bank,1,671004572
0.042463,0.712032,Bank,1,671004572
0.325906,0.176745,Bank,1,671004572
0.862561,0.022524,Bank,1,671004572
0.218243,0.470427,Bank,1,671004572
0.167184,0.387051,Bank,1,671004572
0.744848,0.942788,Bank,1,671004572
0.927071,0.815783,Bank,1,671004572
0.673371,0.706226,Bank,1,671004572
0.612953,0.010463,Bank,1,671004572
0.757729,0.32078,Bank,1,671004572
0.196813,0.903007,Bank,1,671004572
0.801583,0.164542,Bank,1,671004572
0.980117,0.079598,Bank,1,671004572
0.535999,0.571885,Bank,1,671004572
0.670921,0.468451,Bank,1,671004572
0.225855,0.098683,Bank,1,671004572
0.874938,0.201714,Bank,1,671004572
0.303369,0.071525,Bank,1,671004572
0.440024,0.875385,Bank,1,671004572
0.742168,0.65704,Bank,1,671004572
0.899253,0.525892,Bank,1,671004572
0.331582,0.047806,Bank,1,671004572
0.594632,0.517944,Bank,1,671004572
0.488406,0.002896,Bank,1,671004572
0.931687,0.195495,Bank,1,671004572
0.752167,0.903994,Bank,1,671004572
0.614546,0.586118,Bank,1,671004572
0.649937,0.692101,Bank,1,671004572
0.641851,0.668856,Bank,1,671004572
0.188079,0.535186,Bank,1,671004572
0.305682,0.716544,Bank,1,671004572
0.830786,0.843785,Bank,1,671004572
0.428908,0.005851,Bank,1,671004572
0.459128,0.299343,Bank,1,671004572
0.600735,0.751771,Bank,1,671004572
0.4693,0.88925,Bank,1,671004572
0.225927,0.468,Bank,1,671004572
0.865108,0.552836,Bank,1,671004572
0.790072,0.080623,Bank,1,671004572
0.927216,0.934208,Bank,1,671004572
0.861423,0.029767,Bank,1,671004572
0.800526,0.910664,Bank,1,671004572
0.999277,0.282342,Bank,1,671004572
0.131031,0.019515,Bank,1,671004572
0.919501,0.648716,Bank,1,671004572
0.704847,0.641497,Bank,1,671004572
0.979738,0.047167,Bank,1,671004572
0.894593,0.815564,Bank,1,671004572
0.289992,0.392161,Bank,1,671004572
0.602151,0.857701,Bank,1,671004572
0.52869,0.595982,Bank,1,671004572
0.301805,0.535484,Bank,1,671004572
0.850006,0.767988,Bank,1,671004572
0.734115,0.410504,Bank,1,671004572
0.105124,0.071714,Bank,1,671004572
0.778359,0.10231,Bank,1,671004572
0.968297,0.857294,Bank,1,671004572
0.040222,0.650457,Bank,1,671004572
0.457963,0.625132,Bank,1,671004572
0.7314,0.855272,Bank,1,671004572
0.773848,0.096498,Bank,1,671004572
0.48911,0.463349,Bank,1,671004572
0.332906,0.167684,Bank,1,671004572
0.886028,0.330374,Bank,1,671004572
0.380085,0.806586,Bank,1,671004572
0.514953,0.241723,Bank,1,671004572
0.574364,0.014063,Bank,1,671004572
0.697548,0.900393,Bank,1,671004572
0.506124,0.817144,Bank,1,671004572
0.062802,0.702162,Bank,1,671004572
0.188871,0.887124,Bank,1,671004572
0.468368,0.309486,Bank,1,671004572
